Priority_Rank,Priority_Category,FeatureType,AssetID,Impact,Contribution_Discrete,Contribution_Continuous,Benefit_Discrete,Benefit_Continuous,Benefit_Per_Asset_Length,ConditionScore,WeightedDistressExtentRatio,AssetLength,MI_Value_Public_Rebuild,MI_Score_Public_Rebuild,MI_Score_Public_Normalized,Risk_Product_Public_MI_x_Condition,source_layer,public_length_m,SurfaceMaterial,A2_400m_Score,A2_250m_Score,A2_100m_Score,A3_400m_Score,A3_250m_Score,A3_100m_Score,A4_400m_Score,A4_250m_Score,A4_100m_Score,B0_400m_Score,B0_250m_Score,B0_100m_Score,B1_400m_Score,B1_250m_Score,B1_100m_Score,B2_400m_Score,B2_250m_Score,B2_100m_Score,B3_400m_Score,B3_250m_Score,B3_100m_Score,C2_400m_Score,C2_250m_Score,C2_100m_Score,C3_0m_Score,C4_0m_Score,C5_0m_Score,C6_0m_Score,D0_400m_Score,D0_250m_Score,D0_100m_Score,D1_400m_Score,D1_250m_Score,D1_100m_Score,D2_400m_Score,D2_250m_Score,D2_100m_Score,D3_400m_Score,D3_250m_Score,D3_100m_Score,D4_400m_Score,D4_250m_Score,D4_100m_Score,E6_0m_Score,F1_400m_Score,F1_250m_Score,F1_100m_Score,F9_400m_Score,F9_250m_Score,F9_100m_Score,G0_400m_Score,G0_250m_Score,G0_100m_Score,G1_0m_Score,G2_0m_Score,G3_0m_Score,G4_0m_Score,G5_0m_Score,A1_400m_Score,A1_250m_Score,A1_100m_Score,E0_400m_Score,E0_250m_Score,E0_100m_Score,E1_400m_Score,E1_250m_Score,E1_100m_Score,E2_400m_Score,E2_250m_Score,E2_100m_Score,E3_400m_Score,E3_250m_Score,E3_100m_Score,C0_400m_Score,C0_250m_Score,C0_100m_Score,F0_400m_Score,F0_250m_Score,F0_100m_Score,F8_400m_Score,F8_250m_Score,F8_100m_Score,F2_0m_Score,F3_0m_Score,F4_0m_Score,F6_0m_Score,F7_0m_Score,A0_400m_Score,A0_250m_Score,A0_100m_Score,A5_400m_Score,A5_250m_Score,A5_100m_Score,C1_400m_Score,C1_250m_Score,C1_100m_Score,E4_0m_Score,E5_0m_Score,DistressExtentRatio,U_Gap_L3,U_Grade_L3,U_Trip_L3,D_Crack_L1,D_Crack_L2,D_Crossfall_L1,D_Heave_L1,D_Heave_L2,D_Patch_L1,D_Patch_L2,D_Ponding_L1,D_Ponding_L2,D_Rough_L1,D_Rough_L2,D_Trip_L1,D_Trip_L2,D_Utility_L1,D_Utility_L2,T_Crossfall_L1,T_Culvert_L1,T_Obstruct_L1,T_Pond_L2,T_Rocks_L1,T_Roots_L1,T_Roots_L2,T_Rut_L1,T_Rut_L2,T_Veg_L1,T_Mud_L1,T_Pond_L1,T_Rocks_L2,T_Steps_L1,T_Structure_L1,PedestrianIncidents_50m_2020_2024,ConditionScore_num,WeightedDistressExtentRatio_num,AssetLength_num,Benefit_With_Incidents
536,High,RPath,1107,3.0,3.0,0.044,9.0,0.132,0.03214285714285714,2.0,0.044,280.0,61,3,3,6.0,sidewalks,280.014,CON,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,5,5,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.059,,,,0.016,0.021,,,,,,,,,,0.005,,,0.016,,,,,,,,,,,,,,,,2,2.0,0.044,280.0,29.0
537,High,RPath,1116,3.0,3.0,0.03,9.0,0.09,0.0896414342629482,2.0,0.03,100.4,63,3,3,6.0,sidewalks,100.56,CON,1,2,2,1,2,0,1,0,0,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,5,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.03,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.03,100.4,9.0
538,High,RPath,1135,3.0,3.0,0.091,9.0,0.273,0.13657056145675264,2.0,0.091,65.9,57,3,3,6.0,sidewalks,65.655,HMAC,1,2,0,1,0,0,1,0,0,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.296,,,,0.273,,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.091,65.9,9.0
539,High,RPath,1136,3.0,3.0,0.011,9.0,0.033,0.05272407732864675,2.0,0.011,170.7,63,3,3,6.0,sidewalks,171.861,CON,1,2,2,1,0,0,1,0,0,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,0,0,0,0,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0.018,,,,0.009,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.011,170.7,9.0
540,High,RPath,1138,3.0,3.0,0.087,9.0,0.261,0.05067567567567568,2.0,0.087,177.6,55,3,3,6.0,sidewalks,178.591,CON,1,2,2,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0.169,,,,0.11,0.051,,,,,,,,,,,0.008,,,,,,,,,,,,,,,,,,0,2.0,0.087,177.6,9.0
541,High,RPath,1164,3.0,3.0,0.054,9.0,0.162,0.21479713603818618,2.0,0.054,41.9,57,3,3,6.0,sidewalks,41.414,CON,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,5,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,2,2,5,0,0.072,,,,,0.036,,,,,,,,,,,,0.036,,,,,,,,,,,,,,,,,0,2.0,0.054,41.9,9.0
542,High,RPath,1168,3.0,3.0,0.04,9.0,0.12,0.021505376344086023,2.0,0.04,418.5,66,4,3,6.0,sidewalks,208.375,CON,1,2,2,1,2,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,1,0,0,0,1,1,1,2,2,5,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,1,2,2,0,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0.079,,,,0.036,0.018,,,,,,0.004,,,,,0.004,0.018,,,,,,,,,,,,,,,,,0,2.0,0.04,418.5,9.0
543,High,RPath,1169,3.0,3.0,0.051,9.0,0.153,0.021479713603818614,2.0,0.051,419.0,63,3,3,6.0,sidewalks,208.549,CON,1,2,0,1,2,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,1,0,0,0,1,1,1,2,2,5,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,1,2,0,0,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0.086,,,0.007,0.032,0.014,,,,,,,,,,,0.011,0.021,,,,,,,,,,,,,,,,,0,2.0,0.051,419.0,9.0
544,High,RPath,1180,3.0,3.0,0.065,9.0,0.195,0.2616279069767442,2.0,0.065,34.4,54,3,3,6.0,sidewalks,33.483,CON,1,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5,1,0,0,0,1,0,1,2,0,5,0,4,0,1,0,0,0,0,0,0,1,2,2,1,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.262,,,,0.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.065,34.4,9.0
545,High,RPath,1183,3.0,3.0,0.018,9.0,0.05399999999999999,0.0487012987012987,2.0,0.018,184.8,55,3,3,6.0,sidewalks,182.638,CON,1,2,2,1,0,0,1,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,5,0,3,2,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.073,,,,0.041,,,,,,,,,0.032,,,,,,,,,,,,,,,,,,,,,1,2.0,0.018,184.8,19.0
546,High,RPath,1192,3.0,3.0,0.016,9.0,0.048,0.03862660944206009,2.0,0.016,233.0,66,4,3,6.0,sidewalks,228.419,CON,1,2,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,0,1,2,0,0,0,0,1,2,2,5,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5,0,0.026,,,,0.013,,,,,,,,,,,,0.013,,,,,,,,,,,,,,,,,,1,2.0,0.016,233.0,19.0
547,High,RPath,1201,3.0,3.0,0.025,9.0,0.07500000000000001,0.030425963488843813,2.0,0.025,295.8,60,3,3,6.0,sidewalks,295.85,CON,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,5,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.025,0.015,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.025,295.8,9.0
548,High,RPath,1221,3.0,3.0,0.034,9.0,0.10200000000000001,0.05157593123209169,2.0,0.034,174.5,60,3,3,6.0,sidewalks,172.84,CON,1,2,2,1,2,2,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,2,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.052,,,,0.017,0.026,,,,,,,,,,0.009,,,,,,,,,,,,,,,,,,,0,2.0,0.034,174.5,9.0
549,High,RPath,1223,3.0,3.0,0.059,9.0,0.177,0.07929515418502203,2.0,0.059,113.5,56,3,3,6.0,sidewalks,111.102,CON,1,2,0,1,2,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,1,2,0,0,0,0,0,0,1,0,1,2,0,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.066,,,,,0.053,,,,,,,,,,0.013,,,,,,,,,,,,,,,,,,,0,2.0,0.059,113.5,9.0
550,High,RPath,1226,3.0,3.0,0.086,9.0,0.258,0.07407407407407407,2.0,0.086,121.5,51,3,3,6.0,sidewalks,118.396,CON,1,0,0,1,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.086,0.025,,,,0.049,,,,,,,,,,,,,0.012,,,,,,,,,,,,,,,,0,2.0,0.086,121.5,9.0
551,High,RPath,1227,3.0,3.0,0.064,9.0,0.192,0.07718696397941681,2.0,0.064,116.6,53,3,3,6.0,sidewalks,112.457,CON,1,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.064,,0.026,,,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.064,116.6,9.0
552,High,RPath,1228,3.0,3.0,0.065,9.0,0.195,0.024793388429752067,2.0,0.065,363.0,60,3,3,6.0,sidewalks,360.829,CON,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,5,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,1,0,0,0,1,0,1,2,2,5,0,0,3,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.07,,,,0.004,0.05,,,,,,,,,,0.004,0.012,,,,,,,,,,,,,,,,,,0,2.0,0.065,363.0,9.0
553,High,RPath,1240,3.0,3.0,0.057,9.0,0.171,0.06484149855907781,2.0,0.057,138.8,62,3,3,6.0,sidewalks,135.221,CON,1,2,0,1,0,0,1,0,0,0,0,0,1,2,2,1,2,0,0,0,0,1,2,2,0,5,0,2,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,5,1,2,0,0,1,1,1,2,2,0,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0.13,,,,0.076,0.032,,,,,,,,0.022,,,,,,,,,,,,,,,,,,,,,0,2.0,0.057,138.8,9.0
554,High,RPath,1241,3.0,3.0,0.032,9.0,0.096,0.06320224719101124,2.0,0.032,142.4,66,4,3,6.0,sidewalks,139.809,CON,1,2,0,1,2,0,1,2,0,0,0,0,1,2,2,1,0,0,0,0,0,1,2,2,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,1,0,0,0,1,1,1,2,2,0,0,0,3,1,1,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1,2,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0.095,,,,0.084,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.032,142.4,9.0
555,High,RPath,1243,3.0,3.0,0.092,9.0,0.276,0.2760736196319018,2.0,0.092,32.6,56,3,3,6.0,sidewalks,32.613,CON,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,2,0,0,0,0,0,1,1,2,0,1,0,0,1,2,2,0,0,0,1,0,0,1,2,0,1,2,2,1,2,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,5,0,0.322,,,,0.276,,,,,,,,,,,,,0.046,,,,,,,,,,,,,,,,,0,2.0,0.092,32.6,9.0
556,High,RPath,1244,3.0,3.0,0.087,9.0,0.261,0.12228260869565219,2.0,0.087,73.6,63,3,3,6.0,sidewalks,73.636,CON,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,2,0,0,0,0,3,1,1,2,0,1,0,0,1,2,2,0,0,0,1,0,0,1,2,0,1,2,2,1,2,0,0,0,1,1,1,1,2,0,1,0,0,1,0,0,5,0,0.306,,,,0.265,,,,,,,,,,,,,0.041,,,,,,,,,,,,,,,,,0,2.0,0.087,73.6,9.0
557,High,RPath,1261,3.0,3.0,0.024,9.0,0.07200000000000001,0.08272058823529412,2.0,0.024,108.8,65,4,3,6.0,sidewalks,107.053,HMAC,1,2,2,1,2,2,1,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,2,0,5,0,0.069,,,,0.041,,,,,,,,,,,,,0.028,,,,,,,,,,,,,,,,,0,2.0,0.024,108.8,9.0
558,High,RPath,1264,3.0,3.0,0.031,9.0,0.093,0.04126547455295736,2.0,0.031,218.1,63,3,3,6.0,sidewalks,203.385,HMAC,1,2,2,1,2,2,1,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,2,0,5,0,0.103,,,,0.096,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.031,218.1,9.0
559,High,RPath,1266,3.0,3.0,0.034,9.0,0.10200000000000001,0.06276150627615062,2.0,0.034,143.4,59,3,3,6.0,sidewalks,140.305,CON,1,2,2,1,2,2,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,0,0,0,0,5,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.042,,,0.01,0.01,0.01,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,0,2.0,0.034,143.4,9.0
560,High,RPath,1270,3.0,3.0,0.041,9.0,0.123,0.24793388429752067,2.0,0.041,36.3,57,3,3,6.0,sidewalks,36.298,CON,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,1,2,2,0,1,1,1,2,2,5,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.041,,,,,,,,,,,,,,,,0.041,,,,,,,,,,,,,,,,,,0,2.0,0.041,36.3,9.0
561,High,RPath,1271,3.0,3.0,0.075,9.0,0.22499999999999998,0.2990033222591362,2.0,0.075,30.1,56,3,3,6.0,sidewalks,28.25,CON,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,1,2,0,0,1,1,1,2,2,5,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.1,,,,,0.05,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,0,2.0,0.075,30.1,9.0
562,High,RPath,1283,3.0,3.0,0.027,9.0,0.081,0.081374321880651,2.0,0.027,110.6,64,4,3,6.0,sidewalks,108.136,CON,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,1,2,2,0,1,1,1,2,2,5,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.027,,,,,,,,,,,,,,,,,,0.027,,,,,,,,,,,,,,,,0,2.0,0.027,110.6,9.0
563,High,RPath,1288,3.0,3.0,0.036,9.0,0.10799999999999998,0.028985507246376812,2.0,0.036,310.5,56,3,3,6.0,sidewalks,308.646,CON,1,2,2,1,2,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,1,2,2,0,1,1,1,2,2,5,5,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.043,,,,0.01,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.0,0.036,310.5,19.0
564,High,RPath,1295,3.0,3.0,0.019,9.0,0.056999999999999995,0.11166253101736974,2.0,0.019,80.6,53,3,3,6.0,sidewalks,76.424,CON,1,2,2,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,2,0,1,2,2,0,1,2,2,0,0,0,1,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.019,,,,,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.0,0.019,80.6,19.0
565,High,RPath,1309,3.0,3.0,0.039,9.0,0.11699999999999999,0.014995001666111295,2.0,0.039,600.2,49,3,3,6.0,sidewalks,599.98,CON,1,2,2,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.042,,,,,0.027,,,,,,,,,,0.007,0.007,,,,,,,,,,,,,,,,,,0,2.0,0.039,600.2,9.0
566,High,RPath,1313,3.0,3.0,0.061,9.0,0.183,1.4516129032258065,2.0,0.061,6.2,51,3,3,6.0,sidewalks,5.055,CON,1,2,0,1,2,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,5,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.244,,,,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.061,6.2,9.0
567,High,RPath,1316,3.0,3.0,0.081,9.0,0.243,0.3249097472924188,2.0,0.081,27.7,52,3,3,6.0,sidewalks,24.365,HMAC,1,2,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,5,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.163,,,,0.108,0.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.081,27.7,9.0
568,High,RPath,1317,3.0,3.0,0.021,9.0,0.063,0.1282051282051282,2.0,0.021,70.2,55,3,3,6.0,sidewalks,72.833,HMAC,1,2,0,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.086,,,,0.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.021,70.2,9.0
569,High,RPath,1577,3.0,3.0,0.031,9.0,0.093,0.18442622950819673,2.0,0.031,48.8,59,3,3,6.0,sidewalks,50.058,CON,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,1,2,0,0,1,1,1,2,2,5,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.123,,,,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.031,48.8,9.0
570,High,RPath,1579,3.0,3.0,0.024,9.0,0.07200000000000001,0.14173228346456693,2.0,0.024,63.5,62,3,3,6.0,sidewalks,71.703,CON,1,2,2,0,0,0,0,0,0,1,0,0,1,2,2,1,2,2,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2,2,1,2,0,0,0,0,1,2,2,0,1,0,0,0,1,1,1,2,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5,0,0.071,,,,0.024,,,,,,,0.024,,,,,,0.024,,,,,,,,,,,,,,,,,0,2.0,0.024,63.5,9.0
571,High,RPath,1025,3.0,3.0,0.017,9.0,0.051000000000000004,0.10404624277456648,2.0,0.017,86.5,56,3,3,6.0,sidewalks,86.49,CON,1,2,0,1,2,0,1,2,0,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.017,,,,,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.017,86.5,9.0
572,High,RPath,1612,3.0,3.0,0.071,9.0,0.21299999999999997,0.06109979633401222,2.0,0.071,147.3,61,3,3,6.0,sidewalks,147.288,CON,1,0,0,1,0,0,1,0,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2,2,1,2,2,0,0,0,1,2,2,0,1,2,0,0,1,0,1,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,2,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,5,0,0.275,,,,0.102,,,,,,,,,0.163,,,,0.01,,,,,,,,,,,,,,,,,0,2.0,0.071,147.3,9.0
