Priority_Rank,Priority_Category,FeatureType,AssetID,Benefit_Discrete,Impact,Contribution_Discrete,RepairCost_Low,RepairCost_Mid,RepairCost_High,Benefit_per_Cost_Mid,SurfaceFamily,AssetLength,ConditionScore,MI_Score_Public_Normalized,public_length_m,Contribution_Continuous,Benefit_Continuous,Benefit_Per_Asset_Length,WeightedDistressExtentRatio,MI_Value_Public_Rebuild,MI_Score_Public_Rebuild,Risk_Product_Public_MI_x_Condition,source_layer,SurfaceMaterial,A2_400m_Score,A2_250m_Score,A2_100m_Score,A3_400m_Score,A3_250m_Score,A3_100m_Score,A4_400m_Score,A4_250m_Score,A4_100m_Score,B0_400m_Score,B0_250m_Score,B0_100m_Score,B1_400m_Score,B1_250m_Score,B1_100m_Score,B2_400m_Score,B2_250m_Score,B2_100m_Score,B3_400m_Score,B3_250m_Score,B3_100m_Score,C2_400m_Score,C2_250m_Score,C2_100m_Score,C3_0m_Score,C4_0m_Score,C5_0m_Score,C6_0m_Score,D0_400m_Score,D0_250m_Score,D0_100m_Score,D1_400m_Score,D1_250m_Score,D1_100m_Score,D2_400m_Score,D2_250m_Score,D2_100m_Score,D3_400m_Score,D3_250m_Score,D3_100m_Score,D4_400m_Score,D4_250m_Score,D4_100m_Score,E6_0m_Score,F1_400m_Score,F1_250m_Score,F1_100m_Score,F9_400m_Score,F9_250m_Score,F9_100m_Score,G0_400m_Score,G0_250m_Score,G0_100m_Score,G1_0m_Score,G2_0m_Score,G3_0m_Score,G4_0m_Score,G5_0m_Score,A1_400m_Score,A1_250m_Score,A1_100m_Score,E0_400m_Score,E0_250m_Score,E0_100m_Score,E1_400m_Score,E1_250m_Score,E1_100m_Score,E2_400m_Score,E2_250m_Score,E2_100m_Score,E3_400m_Score,E3_250m_Score,E3_100m_Score,C0_400m_Score,C0_250m_Score,C0_100m_Score,F0_400m_Score,F0_250m_Score,F0_100m_Score,F8_400m_Score,F8_250m_Score,F8_100m_Score,F2_0m_Score,F3_0m_Score,F4_0m_Score,F6_0m_Score,F7_0m_Score,A0_400m_Score,A0_250m_Score,A0_100m_Score,A5_400m_Score,A5_250m_Score,A5_100m_Score,C1_400m_Score,C1_250m_Score,C1_100m_Score,E4_0m_Score,E5_0m_Score,DistressExtentRatio,U_Gap_L3,U_Grade_L3,U_Trip_L3,D_Crack_L1,D_Crack_L2,D_Crossfall_L1,D_Heave_L1,D_Heave_L2,D_Patch_L1,D_Patch_L2,D_Ponding_L1,D_Ponding_L2,D_Rough_L1,D_Rough_L2,D_Trip_L1,D_Trip_L2,D_Utility_L1,D_Utility_L2,T_Crossfall_L1,T_Culvert_L1,T_Obstruct_L1,T_Pond_L2,T_Rocks_L1,T_Roots_L1,T_Roots_L2,T_Rut_L1,T_Rut_L2,T_Veg_L1,T_Mud_L1,T_Pond_L1,T_Rocks_L2,T_Steps_L1,T_Structure_L1,PedestrianIncidents_50m_2020_2024,ConditionScore_num,WeightedDistressExtentRatio_num,AssetLength_num,Benefit_With_Incidents,public_length_m_num
11,Very High,RPath,1155,20.0,5.0,4.0,7.0,11.0,14.0,1.8181818181818181,Asphalt,206.9,1.0,5,205.737,0.007,0.035,0.0966650555824069,0.007,90,5,5.0,sidewalks,CON,1,2,2,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,0,0,0,1,2,0,5,0,0,2,1,0,0,1,2,2,1,2,2,0,0,0,1,2,2,0,1,2,0,0,1,1,1,2,2,5,5,0,0,0,1,0,0,1,2,2,1,2,0,1,2,0,1,2,0,1,0,0,1,0,0,0,0,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,5,0,0.007,,,,,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.007,206.9,20.0,205.737
12,Very High,RPath,49,16.0,4.0,4.0,36.0,55.0,73.0,0.2909090909090909,Asphalt,112.0,1.0,4,108.951,0.007,0.028,0.1428571428571428,0.007,71,4,4.0,sidewalks,CON,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,5,5,0,2,0,0,0,1,2,0,1,2,2,0,0,0,1,0,0,0,1,2,0,0,1,1,1,2,2,5,5,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.013,,,,,,,,,,,,,,,0.013,,,,,,,,,,,,,,,,,,,1,1.0,0.007,112.0,26.0,108.951
13,Very High,RPath,262,16.0,4.0,4.0,0.0,0.0,0.0,,Asphalt,78.7,1.0,4,82.173,0.0,0.0,0.2033036848792884,0.0,80,4,4.0,sidewalks,CON,1,2,0,1,2,0,1,2,0,1,0,0,1,2,2,0,0,0,0,0,0,1,2,2,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,1,1,1,2,2,5,0,0,3,1,0,0,0,0,0,0,1,2,0,1,2,0,1,2,0,1,0,0,1,2,2,0,0,0,5,3,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,78.7,26.0,82.173
14,Very High,RPath,295,16.0,4.0,4.0,78.0,117.0,156.0,0.13675213675213677,Asphalt,391.0,1.0,4,384.874,0.004,0.016,0.0409207161125319,0.004,85,5,4.0,sidewalks,CON,1,2,2,1,2,2,1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1,2,0,1,2,2,1,2,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,5,4,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,1,2,0,1,2,0,0,0,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.008,,,,,,,,,,,,,,,,,0.008,,,,,,,,,,,,,,,,,0,1.0,0.004,391.0,16.0,384.874
15,Very High,RPath,302,16.0,4.0,4.0,0.0,0.0,0.0,,Asphalt,89.3,1.0,4,85.541,0.0,0.0,0.1791713325867861,0.0,74,4,4.0,sidewalks,HMAC,1,2,2,1,2,0,1,2,0,1,0,0,1,2,2,1,2,2,0,0,0,0,0,0,0,5,0,2,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,5,1,0,0,0,0,0,1,2,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,0.0,89.3,36.0,85.541
16,Very High,RPath,304,16.0,4.0,4.0,0.0,0.0,0.0,,Asphalt,87.2,1.0,4,87.784,0.0,0.0,0.18348623853211,0.0,68,4,4.0,sidewalks,HMAC,1,2,2,1,2,0,1,2,0,1,2,0,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,5,1,0,0,0,0,0,1,2,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,0.0,87.2,36.0,87.784
17,Very High,RPath,307,16.0,4.0,4.0,0.0,0.0,0.0,,Asphalt,83.0,1.0,4,82.657,0.0,0.0,0.1927710843373494,0.0,67,4,4.0,sidewalks,HMAC,1,2,2,1,2,0,1,2,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,5,1,2,0,0,0,0,1,2,2,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,83.0,16.0,82.657
18,Very High,RPath,357,16.0,4.0,4.0,0.0,0.0,0.0,,Asphalt,201.8,1.0,4,201.79,0.0,0.0,0.0792864222001982,0.0,72,4,4.0,sidewalks,HMAC,1,2,2,1,2,2,1,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,2,0,1,0,1,2,2,5,5,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,201.8,26.0,201.79
19,Very High,RPath,401,16.0,4.0,4.0,0.0,0.0,0.0,,Asphalt,131.7,1.0,4,129.514,0.0,0.0,0.1214882308276385,0.0,77,4,4.0,sidewalks,CON,1,2,2,1,2,0,1,2,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,5,5,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,0.0,131.7,36.0,129.514
20,Very High,RPath,407,16.0,4.0,4.0,8.0,11.0,15.0,1.4545454545454546,Asphalt,79.3,1.0,4,82.89,0.005,0.02,0.201765447667087,0.005,74,4,4.0,sidewalks,CON,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,0,0,1,2,0,5,1,2,0,0,1,0,1,2,0,0,0,0,3,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,1,2,2,0,0,0,5,3,1,0,1,1,2,0,0,0,0,0,0,0,5,0,0.019,,,,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.005,79.3,16.0,82.89
21,Very High,RPath,414,16.0,4.0,4.0,0.0,0.0,0.0,,Asphalt,75.6,1.0,4,75.551,0.0,0.0,0.2116402116402116,0.0,82,4,4.0,sidewalks,CON,1,2,0,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,5,0,0,2,1,0,0,1,2,2,1,2,2,0,0,0,1,2,0,5,1,2,0,0,1,0,1,2,2,0,0,0,3,1,0,0,0,1,2,0,1,2,2,1,0,0,1,2,0,1,0,0,1,0,0,0,0,0,5,3,1,1,1,1,2,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,75.6,26.0,75.551
22,Very High,RPath,439,16.0,4.0,4.0,0.0,0.0,0.0,,Asphalt,288.9,1.0,4,286.375,0.0,0.0,0.0553824852890273,0.0,80,4,4.0,sidewalks,CON,1,2,2,1,0,0,1,0,0,0,0,0,1,2,0,1,2,2,0,0,0,0,0,0,0,5,0,2,0,0,0,1,2,2,1,2,2,0,0,0,1,2,2,0,1,2,2,0,1,1,1,2,2,5,5,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.0,0.0,288.9,46.0,286.375
23,Very High,RPath,441,16.0,4.0,4.0,15.0,23.0,30.0,0.6956521739130435,Asphalt,82.1,1.0,4,78.883,0.009,0.036,0.194884287454324,0.009,76,4,4.0,sidewalks,HMAC,1,2,2,1,0,0,1,0,0,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5,1,2,2,0,0,0,1,2,2,5,5,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.037,,,,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,0.009,82.1,46.0,78.883
24,Very High,RPath,449,16.0,4.0,4.0,22.0,33.0,44.0,0.48484848484848486,Asphalt,184.0,1.0,4,126.406,0.006,0.024,0.0869565217391304,0.006,80,4,4.0,sidewalks,CON,1,2,2,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,0,0,0,0,0,5,5,0,2,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,5,5,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,1,2,0,0,0,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,5,0,0.024,,,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.006,184.0,16.0,126.406
25,Very High,RPath,456,16.0,4.0,4.0,0.0,0.0,0.0,,Asphalt,80.0,1.0,4,79.849,0.0,0.0,0.2,0.0,69,4,4.0,sidewalks,CON,1,2,2,0,0,0,0,0,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,2,1,2,2,1,0,0,1,2,0,0,0,0,1,2,0,5,1,2,0,0,1,1,1,2,2,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,1,1,1,1,2,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,80.0,26.0,79.849
26,Very High,RPath,494,16.0,4.0,4.0,38.0,57.0,75.0,0.2807017543859649,Asphalt,167.6,1.0,4,167.638,0.004,0.016,0.0954653937947494,0.004,74,4,4.0,sidewalks,PB,1,2,2,1,2,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2,0,1,2,2,0,0,0,1,0,0,0,1,2,2,0,0,0,1,2,2,0,5,0,0,0,0,0,0,0,0,0,1,2,2,1,2,0,1,2,0,1,2,0,1,0,0,0,0,0,5,0,1,0,1,1,2,2,0,0,0,0,0,0,5,0,0.009,,,,,,,,,,,,,,,0.009,,,,,,,,,,,,,,,,,,,1,1.0,0.004,167.6,26.0,167.638
27,Very High,RPath,530,16.0,4.0,4.0,0.0,0.0,0.0,,Asphalt,85.6,1.0,4,83.683,0.0,0.0,0.1869158878504673,0.0,74,4,4.0,sidewalks,HMAC,1,2,2,1,2,0,1,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,5,0,0,2,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,5,1,2,2,0,1,0,1,2,2,0,5,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,85.6,16.0,83.683
28,Very High,RPath,542,16.0,4.0,4.0,0.0,0.0,0.0,,Asphalt,171.5,1.0,4,171.035,0.0,0.0,0.0932944606413994,0.0,85,5,4.0,sidewalks,CON,1,2,2,0,0,0,0,0,0,1,2,2,0,0,0,1,2,0,0,0,0,0,0,0,5,0,0,0,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,1,2,2,0,0,0,3,1,1,2,2,0,0,0,1,2,2,0,0,0,1,2,2,1,2,0,1,2,2,1,0,0,5,0,1,1,1,1,2,2,1,2,0,1,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,171.5,16.0,171.035
29,Very High,RPath,552,16.0,4.0,4.0,37.0,56.0,74.0,0.2857142857142857,Asphalt,92.8,1.0,4,92.82,0.008,0.032,0.1724137931034483,0.008,70,4,4.0,sidewalks,CON,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,0,0,0,0,1,1,0,0,1,2,0,1,0,0,0,0,0,1,2,0,1,2,2,1,2,2,1,2,0,0,0,1,1,1,1,2,2,1,0,0,1,2,0,5,0,0.016,,,,,,,,,,,,,,,,,0.016,,,,,,,,,,,,,,,,,0,1.0,0.008,92.8,16.0,92.82
30,Very High,RPath,569,16.0,4.0,4.0,7.0,11.0,15.0,1.4545454545454546,Asphalt,92.9,1.0,4,92.854,0.004,0.016,0.1722282023681377,0.004,75,4,4.0,sidewalks,CON,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,0,5,0,0,1,1,0,0,1,2,0,1,2,0,0,0,0,1,2,0,1,2,2,1,2,2,1,2,0,0,0,1,1,1,1,2,2,1,0,0,1,0,0,5,0,0.016,,,,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.004,92.9,16.0,92.854
31,Very High,RPath,587,16.0,4.0,4.0,0.0,0.0,0.0,,Asphalt,312.2,1.0,4,240.685,0.0,0.0,0.051249199231262,0.0,70,4,4.0,sidewalks,CON,1,2,2,1,2,0,1,2,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,5,0,0,2,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,0,5,0,3,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,312.2,16.0,240.685
32,Very High,RPath,595,16.0,4.0,4.0,0.0,0.0,0.0,,Asphalt,202.5,1.0,4,200.575,0.0,0.0,0.0790123456790123,0.0,78,4,4.0,sidewalks,HMAC,1,2,2,1,2,2,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,5,1,2,2,0,1,1,1,2,2,5,0,0,3,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,2,0,1,2,0,0,0,0,5,3,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,202.5,16.0,200.575
33,Very High,RPath,597,16.0,4.0,4.0,0.0,0.0,0.0,,Asphalt,232.2,1.0,4,228.247,0.0,0.0,0.0689061154177433,0.0,67,4,4.0,sidewalks,HMAC,1,2,0,1,2,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,0,5,0,3,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1.0,0.0,232.2,46.0,228.247
34,Very High,RPath,607,16.0,4.0,4.0,30.0,45.0,60.0,0.35555555555555557,Asphalt,176.8,1.0,4,172.803,0.008,0.032,0.090497737556561,0.008,79,4,4.0,sidewalks,HMAC,1,2,2,1,2,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,1,2,0,5,0,0,2,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,0,1,2,0,0,1,1,1,2,2,5,0,0,3,1,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,1,2,0,1,2,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.034,,,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.008,176.8,16.0,172.803
35,Very High,RPath,666,16.0,4.0,4.0,8.0,11.0,15.0,1.4545454545454546,Asphalt,75.1,1.0,4,79.658,0.005,0.02,0.2130492676431425,0.005,73,4,4.0,sidewalks,CON,1,2,2,1,2,2,1,2,2,1,0,0,1,2,2,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,1,1,1,2,2,5,0,0,3,1,0,0,0,0,0,0,1,2,0,1,2,0,1,2,0,1,0,0,1,2,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,5,0,0.02,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.005,75.1,16.0,79.658
36,Very High,RPath,712,16.0,4.0,4.0,0.0,0.0,0.0,,Asphalt,73.5,1.0,4,73.662,0.0,0.0,0.2176870748299319,0.0,76,4,4.0,sidewalks,CON,1,2,0,1,0,0,0,0,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,1,0,0,5,1,2,0,0,1,1,1,2,2,0,0,0,3,1,1,0,0,0,0,0,1,2,2,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,5,3,1,1,1,1,2,0,1,0,0,1,2,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,73.5,26.0,73.662
37,Very High,RPath,732,16.0,4.0,4.0,8.0,12.0,15.0,1.3333333333333333,Asphalt,73.1,1.0,4,72.028,0.005,0.02,0.2188782489740082,0.005,81,4,4.0,sidewalks,CON,1,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,2,2,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,0,5,0,3,1,0,0,0,1,2,0,1,2,0,0,0,0,1,2,0,1,2,0,1,2,0,1,0,0,0,0,1,1,1,1,2,2,1,0,0,1,2,2,5,0,0.021,,,,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,0.005,73.1,46.0,72.028
38,Very High,RPath,767,16.0,4.0,4.0,0.0,0.0,0.0,,Asphalt,38.0,1.0,4,37.973,0.0,0.0,0.4210526315789473,0.0,74,4,4.0,sidewalks,SS,1,2,0,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,5,5,4,3,0,0,0,0,0,0,0,1,2,2,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,5,3,1,0,1,1,0,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,0.0,38.0,36.0,37.973
39,Very High,RPath,768,16.0,4.0,4.0,0.0,0.0,0.0,,Asphalt,36.2,1.0,4,36.194,0.0,0.0,0.4419889502762431,0.0,76,4,4.0,sidewalks,SS,1,2,2,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,5,5,4,3,0,0,0,0,0,0,0,1,2,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,5,3,1,0,1,1,2,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,36.2,26.0,36.194
40,Very High,RPath,769,16.0,4.0,4.0,0.0,0.0,0.0,,Asphalt,75.4,1.0,4,72.04,0.0,0.0,0.2122015915119363,0.0,73,4,4.0,sidewalks,PB,1,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,5,5,4,3,1,0,0,0,0,0,0,1,2,2,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,5,3,1,0,1,1,0,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,75.4,26.0,72.04
41,Very High,RPath,817,16.0,4.0,4.0,0.0,0.0,0.0,,Asphalt,11.8,1.0,4,11.774,0.0,0.0,1.3559322033898304,0.0,78,4,4.0,sidewalks,CON,1,2,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,2,2,5,5,0,3,0,1,2,0,0,0,0,1,2,0,0,0,0,1,0,0,1,2,2,1,2,0,0,0,0,0,0,1,1,1,1,2,2,1,2,2,1,2,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,11.8,16.0,11.774
42,Very High,RPath,881,16.0,4.0,4.0,7.0,11.0,15.0,1.4545454545454546,Asphalt,64.1,1.0,4,62.614,0.006,0.024,0.2496099843993759,0.006,73,4,4.0,sidewalks,CON,1,2,2,1,2,2,1,2,0,0,0,0,1,2,2,1,0,0,0,0,0,1,2,2,0,5,0,2,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,5,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,2,0,1,2,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.023,,,,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.006,64.1,16.0,62.614
43,Very High,RPath,889,16.0,4.0,4.0,23.0,34.0,46.0,0.47058823529411764,Asphalt,207.8,1.0,4,212.344,0.005,0.02,0.0769971126082771,0.005,84,5,4.0,sidewalks,CON,1,2,2,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,2,1,2,2,1,2,0,0,0,0,1,2,0,0,1,2,0,0,1,1,1,2,2,5,5,0,0,0,1,2,0,0,0,0,1,2,2,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,1,1,1,1,2,2,1,2,2,1,2,0,5,0,0.022,,,,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.005,207.8,16.0,212.344
44,Very High,RPath,890,16.0,4.0,4.0,153.0,229.0,305.0,0.06986899563318777,Asphalt,207.8,1.0,4,208.267,0.009,0.036,0.0769971126082771,0.009,81,4,4.0,sidewalks,CON,1,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,2,2,1,2,2,1,2,2,0,0,0,1,2,2,0,1,2,2,0,1,1,1,2,2,5,5,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2,0,1,0,0,0,0,0,5,0,0.014,0.007,,,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,0.009,207.8,36.0,208.267
45,Very High,RPath,906,16.0,4.0,4.0,0.0,0.0,0.0,,Asphalt,290.4,1.0,4,286.439,0.0,0.0,0.0550964187327823,0.0,78,4,4.0,sidewalks,CON,1,2,2,1,2,0,1,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1,2,2,1,2,2,1,2,2,1,0,0,0,0,0,0,0,1,1,1,2,2,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,290.4,16.0,286.439
