Priority_Rank,Priority_Category,FeatureType,AssetID,Benefit_Discrete,Impact,Contribution_Discrete,RepairCost_Low,RepairCost_Mid,RepairCost_High,Benefit_per_Cost_Mid,SurfaceFamily,AssetLength,ConditionScore,MI_Score_Public_Normalized,public_length_m,Contribution_Continuous,Benefit_Continuous,Benefit_Per_Asset_Length,WeightedDistressExtentRatio,MI_Value_Public_Rebuild,MI_Score_Public_Rebuild,Risk_Product_Public_MI_x_Condition,source_layer,SurfaceMaterial,A2_400m_Score,A2_250m_Score,A2_100m_Score,A3_400m_Score,A3_250m_Score,A3_100m_Score,A4_400m_Score,A4_250m_Score,A4_100m_Score,B0_400m_Score,B0_250m_Score,B0_100m_Score,B1_400m_Score,B1_250m_Score,B1_100m_Score,B2_400m_Score,B2_250m_Score,B2_100m_Score,B3_400m_Score,B3_250m_Score,B3_100m_Score,C2_400m_Score,C2_250m_Score,C2_100m_Score,C3_0m_Score,C4_0m_Score,C5_0m_Score,C6_0m_Score,D0_400m_Score,D0_250m_Score,D0_100m_Score,D1_400m_Score,D1_250m_Score,D1_100m_Score,D2_400m_Score,D2_250m_Score,D2_100m_Score,D3_400m_Score,D3_250m_Score,D3_100m_Score,D4_400m_Score,D4_250m_Score,D4_100m_Score,E6_0m_Score,F1_400m_Score,F1_250m_Score,F1_100m_Score,F9_400m_Score,F9_250m_Score,F9_100m_Score,G0_400m_Score,G0_250m_Score,G0_100m_Score,G1_0m_Score,G2_0m_Score,G3_0m_Score,G4_0m_Score,G5_0m_Score,A1_400m_Score,A1_250m_Score,A1_100m_Score,E0_400m_Score,E0_250m_Score,E0_100m_Score,E1_400m_Score,E1_250m_Score,E1_100m_Score,E2_400m_Score,E2_250m_Score,E2_100m_Score,E3_400m_Score,E3_250m_Score,E3_100m_Score,C0_400m_Score,C0_250m_Score,C0_100m_Score,F0_400m_Score,F0_250m_Score,F0_100m_Score,F8_400m_Score,F8_250m_Score,F8_100m_Score,F2_0m_Score,F3_0m_Score,F4_0m_Score,F6_0m_Score,F7_0m_Score,A0_400m_Score,A0_250m_Score,A0_100m_Score,A5_400m_Score,A5_250m_Score,A5_100m_Score,C1_400m_Score,C1_250m_Score,C1_100m_Score,E4_0m_Score,E5_0m_Score,DistressExtentRatio,U_Gap_L3,U_Grade_L3,U_Trip_L3,D_Crack_L1,D_Crack_L2,D_Crossfall_L1,D_Heave_L1,D_Heave_L2,D_Patch_L1,D_Patch_L2,D_Ponding_L1,D_Ponding_L2,D_Rough_L1,D_Rough_L2,D_Trip_L1,D_Trip_L2,D_Utility_L1,D_Utility_L2,T_Crossfall_L1,T_Culvert_L1,T_Obstruct_L1,T_Pond_L2,T_Rocks_L1,T_Roots_L1,T_Roots_L2,T_Rut_L1,T_Rut_L2,T_Veg_L1,T_Mud_L1,T_Pond_L1,T_Rocks_L2,T_Steps_L1,T_Structure_L1,PedestrianIncidents_50m_2020_2024,ConditionScore_num,WeightedDistressExtentRatio_num,AssetLength_num,Benefit_With_Incidents,public_length_m_num
1806,Unscored (no condition data),PTrail,836,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,56.423,,,,,64,4,,trails,Asphalt,1,2,2,1,2,2,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,2,2,0,5,0,2,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,1,2,0,1,2,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,56.423
1807,Unscored (no condition data),PTrail,838,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,10.568,,,,,56,3,,trails,Asphalt,1,2,2,1,2,2,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,2,2,0,5,0,2,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,2,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,10.568
1808,Unscored (no condition data),PTrail,839,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,122.38,,,,,65,4,,trails,Asphalt,1,2,2,1,2,0,1,0,0,0,0,0,1,2,2,1,2,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,0,1,2,2,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,122.38
1809,Unscored (no condition data),PTrail,840,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,30.377,,,,,50,3,,trails,Asphalt,1,2,2,1,0,0,1,0,0,0,0,0,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,1,2,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,30.377
1810,Unscored (no condition data),PTrail,841,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,45.832,,,,,65,4,,trails,Asphalt,1,2,2,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,0,0,5,0,2,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,2,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,2,2,1,2,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,45.832
1811,Unscored (no condition data),PTrail,843,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,40.813,,,,,54,3,,trails,Asphalt,1,2,2,1,2,0,1,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1,2,0,1,2,2,0,0,0,1,2,0,0,1,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,40.813
1812,Unscored (no condition data),PTrail,845,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,54.561,,,,,49,3,,trails,Asphalt,1,2,2,1,0,0,1,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,54.561
1813,Unscored (no condition data),PTrail,847,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,49.907,,,,,49,3,,trails,Asphalt,1,2,2,1,0,0,1,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,49.907
1814,Unscored (no condition data),PTrail,849,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,123.923,,,,,63,3,,trails,Asphalt,1,2,2,1,2,2,1,2,2,1,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,1,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,1,0,0,1,2,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,123.923
1815,Unscored (no condition data),PTrail,851,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,33.998,,,,,52,3,,trails,Asphalt,1,2,2,1,2,2,1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,33.998
1816,Unscored (no condition data),PTrail,852,,3.0,,0.0,0.0,0.0,,Concrete,,,3,26.641,,,,,56,3,,trails,Concrete,1,2,2,1,2,2,1,2,2,1,0,0,1,2,2,0,0,0,0,0,0,1,2,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,26.641
1817,Unscored (no condition data),PTrail,853,,3.0,,0.0,0.0,0.0,,Pavers,,,3,26.851,,,,,56,3,,trails,Paver,1,2,2,1,2,2,1,2,2,1,0,0,1,2,2,0,0,0,0,0,0,1,2,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,26.851
1818,Unscored (no condition data),PTrail,854,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,28.307,,,,,62,3,,trails,Asphalt,1,2,2,1,2,2,1,2,2,1,0,0,1,2,2,0,0,0,0,0,0,1,2,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,28.307
1819,Unscored (no condition data),PTrail,855,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,19.295,,,,,59,3,,trails,Asphalt,1,2,2,1,2,2,1,2,2,1,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1,2,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,19.295
1820,Unscored (no condition data),PTrail,856,,3.0,,0.0,0.0,0.0,,Concrete,,,3,41.604,,,,,57,3,,trails,Concrete,1,2,2,1,2,2,1,2,2,1,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1,2,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,41.604
1821,Unscored (no condition data),PTrail,857,,3.0,,0.0,0.0,0.0,,Concrete,,,3,2.6,,,,,56,3,,trails,Concrete,1,2,2,1,2,2,1,2,2,1,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1,2,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,2.6
1822,Unscored (no condition data),PTrail,858,,3.0,,0.0,0.0,0.0,,Concrete,,,3,11.697,,,,,56,3,,trails,Concrete,1,2,2,1,2,2,1,2,2,1,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1,2,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,11.697
1823,Unscored (no condition data),PTrail,859,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,14.628,,,,,61,3,,trails,Asphalt,1,2,2,1,2,2,1,2,2,1,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1,2,0,1,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,14.628
1824,Unscored (no condition data),PTrail,860,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,14.124,,,,,59,3,,trails,Asphalt,1,2,2,1,2,2,1,2,2,1,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,0,1,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,14.124
1825,Unscored (no condition data),PTrail,861,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,122.688,,,,,51,3,,trails,Asphalt,1,2,2,1,2,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2,0,5,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,122.688
1826,Unscored (no condition data),PTrail,871,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,159.314,,,,,49,3,,trails,Asphalt,1,2,2,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,3,1,1,1,1,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,159.314
1827,Unscored (no condition data),PTrail,880,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,126.37,,,,,56,3,,trails,Asphalt,1,2,2,1,0,0,1,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,1,2,0,0,1,2,0,0,1,0,1,2,2,5,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,126.37
1828,Unscored (no condition data),PTrail,882,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,166.009,,,,,51,3,,trails,Asphalt,1,2,2,1,0,0,1,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,1,2,2,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,166.009
1829,Unscored (no condition data),PTrail,883,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,24.147,,,,,50,3,,trails,Asphalt,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,1,2,2,0,1,0,1,2,2,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,24.147
1830,Unscored (no condition data),PTrail,884,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,78.674,,,,,57,3,,trails,Asphalt,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,1,2,2,0,1,1,1,2,2,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,78.674
1831,Unscored (no condition data),PTrail,885,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,26.975,,,,,60,3,,trails,Asphalt,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,1,2,0,0,1,1,1,2,2,5,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,26.975
1832,Unscored (no condition data),PTrail,886,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,105.062,,,,,49,3,,trails,Asphalt,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,1,2,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,105.062
1833,Unscored (no condition data),PTrail,890,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,90.034,,,,,50,3,,trails,Asphalt,1,2,2,1,0,0,1,0,0,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,90.034
1834,Unscored (no condition data),PTrail,902,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,80.962,,,,,52,3,,trails,Asphalt,1,2,2,1,0,0,1,0,0,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,80.962
1835,Unscored (no condition data),PTrail,908,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,45.502,,,,,50,3,,trails,Asphalt,1,2,2,1,2,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,45.502
1836,Unscored (no condition data),PTrail,909,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,16.797,,,,,50,3,,trails,Asphalt,1,2,2,1,2,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,16.797
1837,Unscored (no condition data),PTrail,910,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,49.535,,,,,66,4,,trails,Asphalt,1,2,2,1,2,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,2,2,5,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,5,0,1,0,1,1,2,2,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,49.535
1838,Unscored (no condition data),PTrail,911,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,48.573,,,,,55,3,,trails,Asphalt,1,2,2,1,2,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2,2,5,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,48.573
1839,Unscored (no condition data),PTrail,915,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,162.886,,,,,63,3,,trails,Asphalt,1,2,2,1,2,2,1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,1,2,0,1,2,2,0,0,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,162.886
1840,Unscored (no condition data),PTrail,916,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,25.912,,,,,50,3,,trails,Asphalt,1,2,2,1,2,2,1,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,2,0,1,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,25.912
1841,Unscored (no condition data),PTrail,917,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,16.39,,,,,52,3,,trails,Asphalt,1,2,2,1,2,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1,2,0,1,2,2,0,0,0,1,2,0,0,1,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,16.39
1842,Unscored (no condition data),PTrail,921,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,48.292,,,,,52,3,,trails,Asphalt,1,2,2,1,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,48.292
1843,Unscored (no condition data),PTrail,923,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,60.651,,,,,50,3,,trails,Asphalt,1,2,2,1,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,60.651
1844,Unscored (no condition data),PTrail,926,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,65.181,,,,,49,3,,trails,Asphalt,1,2,2,1,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,65.181
1845,Unscored (no condition data),PTrail,928,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,181.934,,,,,62,3,,trails,Asphalt,1,2,2,1,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,1,2,2,5,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,181.934
